x,rho,u,v,w,p,Bx,By,Bz
-2.0625000000e-01,9.9334648345e-01,1.1939489763e-02,-3.3977360532e-03,0.0000000000e+00,9.8675392500e-01,7.5000000000e-01,9.9192474647e-01,0.0000000000e+00
-2.0375000000e-01,9.9177003136e-01,1.4772897964e-02,-4.2091669515e-03,0.0000000000e+00,9.8363205070e-01,7.5000000000e-01,9.9000901590e-01,0.0000000000e+00
-2.0125000000e-01,9.8993552492e-01,1.8072400459e-02,-5.1564708587e-03,0.0000000000e+00,9.8000678118e-01,7.5000000000e-01,9.8777859779e-01,0.0000000000e+00
-1.9875000000e-01,9.8782656152e-01,2.1868627895e-02,-6.2495449925e-03,0.0000000000e+00,9.7584912476e-01,7.5000000000e-01,9.8521305951e-01,0.0000000000e+00
-1.9625000000e-01,9.8543000527e-01,2.6186624682e-02,-7.4969329584e-03,0.0000000000e+00,9.7113726137e-01,7.5000000000e-01,9.8229583393e-01,0.0000000000e+00
-1.9375000000e-01,9.8273632170e-01,3.1045259204e-02,-8.9056576309e-03,0.0000000000e+00,9.6585717983e-01,7.5000000000e-01,9.7901462631e-01,0.0000000000e+00
-1.9125000000e-01,9.7973973275e-01,3.6456944746e-02,-1.0481133034e-02,0.0000000000e+00,9.6000292402e-01,7.5000000000e-01,9.7536160677e-01,0.0000000000e+00
-1.8875000000e-01,9.7643819755e-01,4.2427660574e-02,-1.2227152939e-02,0.0000000000e+00,9.5357646309e-01,7.5000000000e-01,9.7133339451e-01,0.0000000000e+00
-1.8625000000e-01,9.7283323861e-01,4.8957238502e-02,-1.4145947808e-02,0.0000000000e+00,9.4658723170e-01,7.5000000000e-01,9.6693085744e-01,0.0000000000e+00
-1.8375000000e-01,9.6892964325e-01,5.6039863666e-02,-1.6238297518e-02,0.0000000000e+00,9.3905140725e-01,7.5000000000e-01,9.6215876185e-01,0.0000000000e+00
-1.8125000000e-01,9.6473507461e-01,6.3664729734e-02,-1.8503685065e-02,0.0000000000e+00,9.3099100200e-01,7.5000000000e-01,9.5702531372e-01,0.0000000000e+00
-1.7875000000e-01,9.6025962797e-01,7.1816787854e-02,-2.0940476196e-02,0.0000000000e+00,9.2243284889e-01,7.5000000000e-01,9.5154163368e-01,0.0000000000e+00
-1.7625000000e-01,9.5551536493e-01,8.0477533607e-02,-2.3546110981e-02,0.0000000000e+00,9.1340755277e-01,7.5000000000e-01,9.4572120459e-01,0.0000000000e+00
-1.7375000000e-01,9.5051585307e-01,8.9625785075e-02,-2.6317295516e-02,0.0000000000e+00,9.0394846727e-01,7.5000000000e-01,9.3957932473e-01,0.0000000000e+00
-1.7125000000e-01,9.4527573253e-01,9.9238415939e-02,-2.9250184495e-02,0.0000000000e+00,8.9409074264e-01,7.5000000000e-01,9.3313259211e-01,0.0000000000e+00
-1.6875000000e-01,9.3981032423e-01,1.0929101853e-01,-3.2340548103e-02,0.0000000000e+00,8.8387047566e-01,7.5000000000e-01,9.2639843771e-01,0.0000000000e+00
-1.6625000000e-01,9.3413528871e-01,1.1975848191e-01,-3.5583919143e-02,0.0000000000e+00,8.7332397890e-01,7.5000000000e-01,9.1939471824e-01,0.0000000000e+00
-1.6375000000e-01,9.2826633932e-01,1.3061547848e-01,-3.8975718409e-02,0.0000000000e+00,8.6248717564e-01,7.5000000000e-01,9.1213937335e-01,0.0000000000e+00
-1.6125000000e-01,9.2221900975e-01,1.4183685930e-01,-4.2511357952e-02,0.0000000000e+00,8.5139511823e-01,7.5000000000e-01,9.0465014706e-01,0.0000000000e+00
-1.5875000000e-01,9.1600847300e-01,1.5339796285e-01,-4.6186323058e-02,0.0000000000e+00,8.4008162158e-01,7.5000000000e-01,8.9694437031e-01,0.0000000000e+00
-1.5625000000e-01,9.0964940706e-01,1.6527484488e-01,-4.9996234537e-02,0.0000000000e+00,8.2857899975e-01,7.5000000000e-01,8.8903879903e-01,0.0000000000e+00
-1.5375000000e-01,9.0315590166e-01,1.7744443888e-01,-5.3936893310e-02,0.0000000000e+00,8.1691789198e-01,7.5000000000e-01,8.8094950133e-01,0.0000000000e+00
-1.5125000000e-01,8.9654140029e-01,1.8988465659e-01,-5.8004309459e-02,0.0000000000e+00,8.0512716400e-01,7.5000000000e-01,8.7269178671e-01,0.0000000000e+00
-1.4875000000e-01,8.8981867159e-01,2.0257443833e-01,-6.2194717835e-02,0.0000000000e+00,7.9323387089e-01,7.5000000000e-01,8.6428017062e-01,0.0000000000e+00
-1.4625000000e-01,8.8299980490e-01,2.1549376166e-01,-6.6504582123e-02,0.0000000000e+00,7.8126326925e-01,7.5000000000e-01,8.5572836819e-01,0.0000000000e+00
-1.4375000000e-01,8.7609622524e-01,2.2862361597e-01,-7.0930589016e-02,0.0000000000e+00,7.6923886788e-01,7.5000000000e-01,8.4704931159e-01,0.0000000000e+00
-1.4125000000e-01,8.6911872384e-01,2.4194594933e-01,-7.5469633789e-02,0.0000000000e+00,7.5718250777e-01,7.5000000000e-01,8.3825518663e-01,0.0000000000e+00
-1.3875000000e-01,8.6207750114e-01,2.5544359268e-01,-8.0118798225e-02,0.0000000000e+00,7.4511446404e-01,7.5000000000e-01,8.2935748484e-01,0.0000000000e+00
-1.3625000000e-01,8.5498221957e-01,2.6910016500e-01,-8.4875321456e-02,0.0000000000e+00,7.3305356410e-01,7.5000000000e-01,8.2036706827e-01,0.0000000000e+00
-1.3375000000e-01,8.4784206472e-01,2.8289996204e-01,-8.9736563920e-02,0.0000000000e+00,7.2101731761e-01,7.5000000000e-01,8.1129424527e-01,0.0000000000e+00
-1.3125000000e-01,8.4066581352e-01,2.9682782999e-01,-9.4699964197e-02,0.0000000000e+00,7.0902205533e-01,7.5000000000e-01,8.0214885611e-01,0.0000000000e+00
-1.2875000000e-01,8.3346190916e-01,3.1086902404e-01,-9.9762988102e-02,0.0000000000e+00,6.9708307505e-01,7.5000000000e-01,7.9294036813e-01,0.0000000000e+00
-1.2625000000e-01,8.2623854286e-01,3.2500905128e-01,-1.0492306894e-01,0.0000000000e+00,6.8521479386e-01,7.5000000000e-01,7.8367798113e-01,0.0000000000e+00
-1.2375000000e-01,8.1900374307e-01,3.3923349545e-01,-1.1017753731e-01,0.0000000000e+00,6.7343090703e-01,7.5000000000e-01,7.7437074407e-01,0.0000000000e+00
