step,time,dt,L1_fv,L2_fv,Linf_fv,L1_norm_fv,L2_norm_fv,Linf_norm_fv,total_mass,total_momentum_x,total_momentum_y,total_momentum_z,total_energy,min_density,min_pressure,has_nonfinite,has_negative_density,has_negative_pressure
172,0.128226,0.000741678,0,0,0,0,0,0,0.5625,-2.77725e-17,-2.7864e-17,0,1.33125,0.108398,0.0758885,0,0,0
173,0.128968,0.00074217,0,0,0,0,0,0,0.5625,-4.74338e-20,1.35525e-19,0,1.33125,0.108466,0.0760096,0,0,0
174,0.129711,0.000742683,0,0,0,0,0,0,0.5625,-3.38813e-21,5.54434e-17,0,1.33125,0.108579,0.0762011,0,0,0
175,0.130454,0.000743215,0,0,0,0,0,0,0.5625,-2.77861e-17,8.31448e-17,0,1.33125,0.108745,0.0764784,0,0,0
176,0.131198,0.000743767,0,0,0,0,0,0,0.5625,3.38813e-20,1.38778e-17,0,1.33125,0.108974,0.0768605,0,0,0
177,0.131942,0.000744338,0,0,0,0,0,0,0.5625,-3.04932e-20,1.37965e-17,0,1.33125,0.109278,0.0773705,0,0,0
178,0.132687,0.000744929,0,0,0,0,0,0,0.5625,-1.38439e-17,8.30634e-17,0,1.33125,0.109671,0.0780373,0,0,0
179,0.133433,0.00074541,0,0,0,0,0,0,0.5625,-5.53824e-17,2.76878e-17,0,1.33125,0.110169,0.0788962,0,0,0
180,0.134179,0.000745823,0,0,0,0,0,0,0.5625,2.77725e-17,5.54705e-17,0,1.33125,0.110789,0.0799905,0,0,0
181,0.134925,0.000746254,0,0,0,0,0,0,0.5625,2.71051e-20,2.71051e-20,0,1.33125,0.111553,0.0813737,0,0,0
182,0.135672,0.000746702,0,0,0,0,0,0,0.5625,-4.16232e-17,2.79182e-17,0,1.33125,0.112482,0.0831108,0,0,0
183,0.136419,0.000747166,0,0,0,0,0,0,0.5625,-4.40457e-20,8.32396e-17,0,1.33125,0.113604,0.0852805,0,0,0
184,0.137166,0.000747648,0,0,0,0,0,0,0.5625,1.38947e-17,-2.79182e-17,0,1.33125,0.114944,0.0879766,0,0,0
185,0.137915,0.000748148,0,0,0,0,0,0,0.5625,-5.75982e-20,8.3199e-17,0,1.33125,0.116531,0.0913092,0,0,0
186,0.138663,0.000748665,0,0,0,0,0,0,0.5625,-1.39354e-17,1.10887e-16,0,1.33125,0.118395,0.0954052,0,0,0
187,0.139412,0.000749199,0,0,0,0,0,0,0.5625,-4.16232e-17,8.32667e-17,0,1.33125,0.120563,0.100409,0,0,0
188,0.140162,0.00074975,0,0,0,0,0,0,0.5625,-2.76946e-17,-4.06576e-20,0,1.33125,0.123064,0.106478,0,0,0
